property_id,url,property_type,price,rooms,area,state,has_open_fire,property_subtype,postal_code,locality,sale_type,facades_number,is_furnished,has_terrace,has_garden,has_swimming_pool,has_equipped_kitchen
rbu63077,https://immovlan.be/en/detail/residence/for-sale/3120/tremelo/rbu63077,House,2195000.0,5.0,,,,residence,3120.0,tremelo,standard,4.0,,1.0,1.0,,Super equipped
rbu63079,https://immovlan.be/en/detail/residence/for-sale/8520/kuurne/rbu63079,House,285000.0,4.0,,,,residence,8520.0,kuurne,standard,,,,,,
rbu63080,https://immovlan.be/en/detail/mixed-building/for-sale/9600/ronse/rbu63080,Other,370000.0,6.0,,,,mixed-building,9600.0,ronse,standard,,,,,,
rbu63081,https://immovlan.be/en/detail/residence/for-sale/7910/anvaing/rbu63081,House,275000.0,2.0,,,,residence,7910.0,anvaing,standard,4.0,0.0,1.0,1.0,No,Fully equipped
rbu57410,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu57410,Apartment,315000.0,2.0,88.0,New,,apartment,2170.0,merksem,standard,2.0,0.0,1.0,0.0,,
rbu61054,https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbu61054,Apartment,209000.0,1.0,75.0,Normal,,apartment,2660.0,hoboken,standard,2.0,0.0,1.0,0.0,,
rbu61334,https://immovlan.be/en/detail/apartment/for-sale/2600/berchem/rbu61334,Apartment,349000.0,2.0,115.0,,,apartment,2600.0,berchem,standard,,,,,,
rbu57411,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu57411,Apartment,310000.0,2.0,88.0,New,,apartment,2170.0,merksem,standard,2.0,0.0,1.0,0.0,,
rwc41053,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rwc41053,Apartment,229000.0,2.0,92.0,Excellent,,apartment,2100.0,deurne,standard,2.0,,,,,Fully equipped
rbu57413,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu57413,Apartment,305000.0,2.0,88.0,New,,apartment,2170.0,merksem,standard,2.0,0.0,1.0,0.0,,
rbu57424,https://immovlan.be/en/detail/apartment/for-sale/2180/ekeren/rbu57424,Apartment,259000.0,2.0,101.0,Excellent,,apartment,2180.0,ekeren,standard,2.0,0.0,1.0,0.0,,
rbu50788,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbu50788,Apartment,235000.0,2.0,95.0,,,apartment,2050.0,antwerp,standard,,,1.0,0.0,,
rbu49617,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbu49617,Apartment,340000.0,2.0,91.0,Normal,,apartment,2050.0,antwerp,standard,2.0,0.0,1.0,0.0,,
rbu52305,https://immovlan.be/en/detail/apartment/for-sale/2600/berchem/rbu52305,Apartment,279000.0,2.0,84.0,Normal,,apartment,2600.0,berchem,standard,2.0,0.0,1.0,0.0,No,Super equipped
rbu51849,https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbu51849,Apartment,310000.0,1.0,55.0,Normal,,apartment,2018.0,antwerp,standard,2.0,0.0,1.0,0.0,,
rbu48599,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbu48599,Apartment,209000.0,2.0,72.0,To be renovated,,apartment,2060.0,antwerp,standard,2.0,0.0,1.0,0.0,,
rbu52345,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu52345,Apartment,199000.0,2.0,89.0,,,apartment,2100.0,deurne,standard,,,1.0,0.0,,
rbu45914,https://immovlan.be/en/detail/studio/for-sale/2060/antwerp/rbu45914,Apartment,119000.0,1.0,22.0,Normal,,studio,2060.0,antwerp,standard,2.0,0.0,0.0,0.0,,
rbu52302,https://immovlan.be/en/detail/apartment/for-sale/2600/berchem/rbu52302,Apartment,299000.0,2.0,84.0,Normal,,apartment,2600.0,berchem,standard,2.0,0.0,1.0,1.0,No,Super equipped
rbu32293,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu32293,Apartment,315000.0,2.0,89.0,Normal,,apartment,2610.0,wilrijk,standard,2.0,0.0,1.0,0.0,,
rbu38427,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu38427,Apartment,399000.0,2.0,92.0,,,apartment,2000.0,antwerp,standard,,,1.0,0.0,,
rbu32294,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbu32294,Apartment,239000.0,2.0,82.0,Normal,,apartment,2050.0,antwerp,standard,2.0,0.0,1.0,0.0,,
rbu38310,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbu38310,Apartment,199000.0,1.0,51.0,Normal,,apartment,2050.0,antwerp,standard,2.0,0.0,1.0,0.0,,
rbu38428,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu38428,Apartment,399000.0,2.0,100.0,,,apartment,2000.0,antwerp,standard,,,1.0,0.0,,
rbu38544,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu38544,Apartment,179000.0,1.0,81.0,Excellent,,apartment,2170.0,merksem,standard,2.0,0.0,1.0,0.0,,
rbu28092,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu28092,Apartment,184000.0,2.0,80.0,Excellent,,apartment,2100.0,deurne,standard,2.0,0.0,1.0,0.0,,
rbu38543,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu38543,Apartment,225000.0,3.0,144.0,To be renovated,,apartment,2170.0,merksem,standard,2.0,0.0,0.0,0.0,,
rbu26694,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu26694,Apartment,199950.0,2.0,109.0,Normal,,apartment,2100.0,deurne,standard,,0.0,1.0,0.0,,
rbu38691,https://immovlan.be/en/detail/ground-floor/for-sale/2100/deurne/rbu38691,Other,165000.0,1.0,70.0,To be renovated,,ground-floor,2100.0,deurne,standard,2.0,0.0,1.0,0.0,,
rbu22952,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu22952,Apartment,179000.0,1.0,82.0,,,apartment,2100.0,deurne,standard,2.0,0.0,1.0,0.0,,
rbt40943,https://immovlan.be/en/detail/apartment/for-sale/2020/antwerp/rbt40943,Apartment,295000.0,2.0,,,,apartment,2020.0,antwerp,standard,,,1.0,0.0,,
rbu23078,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu23078,Apartment,255000.0,3.0,110.0,Normal,,apartment,2610.0,wilrijk,standard,,,1.0,0.0,,
rbu23255,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbu23255,Apartment,199000.0,1.0,56.0,,,apartment,2060.0,antwerp,standard,,,0.0,0.0,,
rbu23388,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu23388,Apartment,349000.0,2.0,,New,,apartment,2610.0,wilrijk,standard,2.0,0.0,1.0,0.0,,
rbu23387,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu23387,Apartment,224000.0,2.0,65.0,To be renovated,,apartment,2610.0,wilrijk,standard,3.0,0.0,1.0,0.0,,
rbu24533,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbu24533,Apartment,210000.0,1.0,60.0,Fully renovated,,apartment,2060.0,antwerp,standard,3.0,,1.0,0.0,,
rbu23875,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu23875,Apartment,1995000.0,4.0,210.0,Excellent,,apartment,2000.0,antwerp,standard,,,1.0,0.0,No,Super equipped
rbu23750,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu23750,Apartment,329500.0,2.0,85.0,,,apartment,2610.0,wilrijk,standard,,,1.0,0.0,,
rbu24694,https://immovlan.be/en/detail/penthouse/for-sale/2060/antwerp/rbu24694,Apartment,499000.0,2.0,187.0,Excellent,,penthouse,2060.0,antwerp,standard,,,1.0,1.0,,
rbu24953,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu24953,Apartment,220000.0,2.0,92.0,Normal,,apartment,2610.0,wilrijk,standard,,,1.0,0.0,,
rbu24921,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu24921,Apartment,299500.0,3.0,112.0,,,apartment,2100.0,deurne,standard,,,,,,
rbu25292,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbu25292,Apartment,215000.0,2.0,68.0,,,apartment,2060.0,antwerp,standard,,,0.0,0.0,,
rbu25291,https://immovlan.be/en/detail/apartment/for-sale/2600/berchem/rbu25291,Apartment,995000.0,3.0,330.0,,,apartment,2600.0,berchem,standard,,,1.0,1.0,,
rbu24929,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu24929,Apartment,635000.0,3.0,139.0,,,apartment,2000.0,antwerp,standard,,,1.0,0.0,,
rbu25535,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu25535,Apartment,205000.0,1.0,55.0,Fully renovated,,apartment,2610.0,wilrijk,standard,2.0,,1.0,0.0,,
rbu25536,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu25536,Apartment,215000.0,1.0,55.0,Fully renovated,,apartment,2610.0,wilrijk,standard,2.0,,1.0,0.0,,
rbu25537,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu25537,Apartment,209000.0,1.0,55.0,Fully renovated,,apartment,2610.0,wilrijk,standard,2.0,,1.0,0.0,,
rbu25780,https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbu25780,Apartment,225000.0,2.0,103.0,Normal,,apartment,2140.0,borgerhout,standard,2.0,0.0,1.0,0.0,,
rbu26908,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbu26908,Apartment,349500.0,3.0,150.0,,,apartment,2050.0,antwerp,standard,,,0.0,0.0,,
rbu27105,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu27105,Apartment,169000.0,1.0,75.0,To be renovated,,apartment,2100.0,deurne,standard,2.0,0.0,1.0,0.0,,
vbd24039,https://immovlan.be/en/detail/studio/for-sale/2060/antwerp/vbd24039,Apartment,145000.0,1.0,30.0,Excellent,,studio,2060.0,antwerp,standard,2.0,,1.0,0.0,No,Super equipped
rbu27167,https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbu27167,Apartment,269000.0,2.0,91.0,,,apartment,2660.0,hoboken,standard,,,0.0,1.0,,
rbu27214,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu27214,Apartment,229000.0,2.0,78.0,Normal,,apartment,2610.0,wilrijk,standard,,,0.0,0.0,,
rbu27333,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu27333,Apartment,575000.0,2.0,95.0,New,,apartment,2000.0,antwerp,standard,2.0,0.0,1.0,0.0,,
rbu27336,https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbu27336,Apartment,219000.0,2.0,125.0,To be renovated,,apartment,2140.0,borgerhout,standard,2.0,0.0,0.0,0.0,,
rbu27344,https://immovlan.be/en/detail/duplex/for-sale/2000/antwerp/rbu27344,Apartment,425000.0,2.0,114.0,Normal,,duplex,2000.0,antwerp,standard,3.0,0.0,1.0,1.0,,
rbu27338,https://immovlan.be/en/detail/studio/for-sale/2018/antwerp/rbu27338,Apartment,129000.0,1.0,33.0,Normal,,studio,2018.0,antwerp,standard,,0.0,0.0,0.0,,
rbu27350,https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbu27350,Apartment,375000.0,2.0,106.0,Normal,,apartment,2018.0,antwerp,standard,4.0,0.0,1.0,0.0,,Fully equipped
rbu27606,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu27606,Apartment,515000.0,3.0,145.0,,,apartment,2000.0,antwerp,standard,,,1.0,0.0,,
rbu20035,https://immovlan.be/en/detail/ground-floor/for-sale/2100/deurne/rbu20035,Other,285000.0,2.0,80.0,Excellent,,ground-floor,2100.0,deurne,standard,2.0,0.0,0.0,1.0,,
rbu27607,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu27607,Apartment,160000.0,1.0,67.0,Excellent,,apartment,2100.0,deurne,standard,3.0,0.0,0.0,0.0,,
rbu28072,https://immovlan.be/en/detail/studio/for-sale/2000/antwerp/rbu28072,Apartment,155000.0,1.0,43.0,To be renovated,,studio,2000.0,antwerp,standard,2.0,0.0,1.0,0.0,,
rbu28079,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu28079,Apartment,169000.0,2.0,84.0,To be renovated,,apartment,2100.0,deurne,standard,2.0,0.0,1.0,0.0,,
rbu28081,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu28081,Apartment,220000.0,2.0,109.0,Normal,,apartment,2100.0,deurne,standard,,0.0,1.0,0.0,,
rbu28083,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu28083,Apartment,205000.0,2.0,90.0,Normal,,apartment,2100.0,deurne,standard,3.0,0.0,1.0,0.0,,
rbu28087,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu28087,Apartment,189000.0,2.0,98.0,To be renovated,,apartment,2170.0,merksem,standard,2.0,0.0,1.0,0.0,,
rbu28108,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu28108,Apartment,229000.0,2.0,85.0,Excellent,,apartment,2100.0,deurne,standard,3.0,0.0,0.0,0.0,,
rbu28097,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu28097,Apartment,269000.0,2.0,127.0,Normal,,apartment,2170.0,merksem,standard,4.0,0.0,1.0,0.0,,
rbu28628,https://immovlan.be/en/detail/apartment/for-sale/2140/antwerp/rbu28628,Apartment,199000.0,2.0,88.0,Normal,,apartment,2140.0,antwerp,standard,2.0,0.0,0.0,0.0,,
rbu28635,https://immovlan.be/en/detail/apartment/for-sale/2020/antwerp/rbu28635,Apartment,369000.0,3.0,97.0,Normal,,apartment,2020.0,antwerp,standard,2.0,0.0,1.0,0.0,,
rbu28640,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu28640,Apartment,225000.0,3.0,103.0,To be renovated,,apartment,2100.0,deurne,standard,2.0,0.0,1.0,0.0,,
rbu28746,https://immovlan.be/en/detail/apartment/for-sale/2020/antwerp/rbu28746,Apartment,315000.0,2.0,91.0,,,apartment,2020.0,antwerp,standard,,,1.0,0.0,,
rbu28888,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu28888,Apartment,185000.0,2.0,91.0,Normal,,apartment,2100.0,deurne,standard,2.0,0.0,1.0,0.0,,
rbu28951,https://immovlan.be/en/detail/studio/for-sale/2000/antwerp/rbu28951,Apartment,239000.0,1.0,56.0,Fully renovated,,studio,2000.0,antwerp,standard,2.0,1.0,0.0,0.0,,
rbu29366,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu29366,Apartment,545000.0,2.0,93.0,Normal,,apartment,2000.0,antwerp,standard,,,,,,
rwc40695,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rwc40695,Apartment,232000.0,2.0,90.0,Excellent,,apartment,2100.0,deurne,standard,,,,,,
rbu29532,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu29532,Apartment,315000.0,2.0,87.0,Normal,,apartment,2610.0,wilrijk,standard,,,0.0,1.0,,
rbu29700,https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbu29700,Apartment,189950.0,,87.0,,,apartment,2140.0,borgerhout,standard,,,0.0,0.0,,
rbu29982,https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbu29982,Apartment,765000.0,2.0,205.0,,,apartment,2018.0,antwerp,standard,,,1.0,1.0,,
rbu30034,https://immovlan.be/en/detail/ground-floor/for-sale/2018/antwerp/rbu30034,Other,255000.0,2.0,82.0,To be renovated,,ground-floor,2018.0,antwerp,standard,2.0,0.0,1.0,0.0,,
rbu30202,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu30202,Apartment,295000.0,3.0,113.0,Normal,,apartment,2610.0,wilrijk,standard,,,1.0,0.0,,
rbu30216,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu30216,Apartment,249000.0,2.0,73.0,Normal,,apartment,2610.0,wilrijk,standard,2.0,0.0,1.0,0.0,,
rbu30651,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu30651,Apartment,199000.0,2.0,90.0,Normal,,apartment,2170.0,merksem,standard,2.0,,1.0,0.0,No,Super equipped
rbu30654,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu30654,Apartment,199000.0,2.0,90.0,Normal,,apartment,2170.0,merksem,standard,2.0,,1.0,0.0,No,Super equipped
rbu30653,https://immovlan.be/en/detail/ground-floor/for-sale/2170/merksem/rbu30653,Other,219000.0,1.0,78.0,Normal,,ground-floor,2170.0,merksem,standard,2.0,,1.0,1.0,No,Super equipped
rbu39305,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu39305,Apartment,220000.0,2.0,61.0,Normal,,apartment,2000.0,antwerp,standard,,0.0,0.0,0.0,No,Partially equipped
rbu39261,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu39261,Apartment,699000.0,2.0,127.0,Excellent,,apartment,2000.0,antwerp,standard,2.0,0.0,1.0,1.0,,
rbu30783,https://immovlan.be/en/detail/studio/for-sale/2018/antwerp/rbu30783,Apartment,175000.0,1.0,32.0,Normal,,studio,2018.0,antwerp,standard,,,,,,
rbu39362,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbu39362,Apartment,229000.0,2.0,115.0,To be renovated,,apartment,2060.0,antwerp,standard,,,0.0,0.0,,
rbu40059,https://immovlan.be/en/detail/ground-floor/for-sale/2100/deurne/rbu40059,Other,269000.0,2.0,107.0,Normal,,ground-floor,2100.0,deurne,standard,3.0,0.0,0.0,0.0,,
rwc40858,https://immovlan.be/en/detail/ground-floor/for-sale/2100/deurne/rwc40858,Other,269000.0,2.0,88.0,Excellent,,ground-floor,2100.0,deurne,standard,2.0,,1.0,1.0,,Fully equipped
rbu40061,https://immovlan.be/en/detail/ground-floor/for-sale/2100/deurne/rbu40061,Other,191500.0,1.0,52.0,Normal,,ground-floor,2100.0,deurne,standard,,,,,,
rbu40067,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu40067,Apartment,375000.0,3.0,121.0,Excellent,,apartment,2100.0,deurne,standard,2.0,0.0,1.0,0.0,,
rbu40403,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu40403,Apartment,239000.0,2.0,86.0,Normal,,apartment,2610.0,wilrijk,standard,2.0,0.0,1.0,0.0,No,Fully equipped
rbu40626,https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbu40626,Apartment,262500.0,2.0,102.0,,,apartment,2140.0,borgerhout,standard,,,1.0,0.0,,
rbu40889,https://immovlan.be/en/detail/penthouse/for-sale/2000/antwerp/rbu40889,Apartment,720000.0,4.0,145.0,Normal,,penthouse,2000.0,antwerp,standard,4.0,0.0,1.0,0.0,,
rbu40895,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu40895,Apartment,229000.0,2.0,77.0,Normal,,apartment,2170.0,merksem,standard,2.0,0.0,1.0,0.0,,
rbu41007,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu41007,Apartment,262500.0,2.0,102.0,,,apartment,2100.0,deurne,standard,,,1.0,0.0,,
rbu41004,https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbu41004,Apartment,575000.0,4.0,195.0,,,apartment,2018.0,antwerp,standard,,,,,,
rbu40615,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu40615,Apartment,259000.0,2.0,114.0,Normal,,apartment,2100.0,deurne,standard,2.0,0.0,1.0,0.0,No,Fully equipped
rbu30787,https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbu30787,Apartment,275000.0,2.0,85.0,Normal,,apartment,2660.0,hoboken,standard,2.0,0.0,1.0,0.0,,
rbu30797,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu30797,Apartment,285000.0,3.0,126.0,Normal,,apartment,2100.0,deurne,standard,2.0,0.0,1.0,0.0,,
rbu30788,https://immovlan.be/en/detail/apartment/for-sale/2600/berchem/rbu30788,Apartment,219000.0,1.0,65.0,Normal,,apartment,2600.0,berchem,standard,4.0,0.0,1.0,0.0,,
rbu31080,https://immovlan.be/en/detail/studio/for-sale/2018/antwerp/rbu31080,Apartment,129000.0,,38.0,Normal,,studio,2018.0,antwerp,standard,2.0,0.0,0.0,0.0,,
rbu31082,https://immovlan.be/en/detail/studio/for-sale/2018/antwerp/rbu31082,Apartment,125000.0,,32.0,Normal,,studio,2018.0,antwerp,standard,2.0,0.0,0.0,0.0,,
rbu31705,https://immovlan.be/en/detail/apartment/for-sale/2600/berchem/rbu31705,Apartment,235000.0,2.0,69.0,,,apartment,2600.0,berchem,standard,,,1.0,0.0,,
rbu31081,https://immovlan.be/en/detail/studio/for-sale/2018/antwerp/rbu31081,Apartment,129000.0,,38.0,Normal,,studio,2018.0,antwerp,standard,2.0,0.0,0.0,0.0,,
rbu32044,https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbu32044,Apartment,235000.0,2.0,82.0,Normal,,apartment,2660.0,hoboken,standard,2.0,0.0,1.0,0.0,,
rbu32043,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu32043,Apartment,220000.0,2.0,,Normal,,apartment,2100.0,deurne,standard,2.0,0.0,0.0,0.0,,
rbu31722,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbu31722,Apartment,299000.0,2.0,78.0,Normal,,apartment,2050.0,antwerp,standard,,,1.0,0.0,,
rbu32053,https://immovlan.be/en/detail/ground-floor/for-sale/2660/hoboken/rbu32053,Other,415000.0,2.0,98.0,Excellent,,ground-floor,2660.0,hoboken,standard,2.0,0.0,1.0,1.0,,
rbu31706,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu31706,Apartment,269000.0,1.0,70.0,,,apartment,2000.0,antwerp,standard,,,1.0,0.0,,
rbu32052,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu32052,Apartment,189000.0,2.0,86.0,Normal,,apartment,2000.0,antwerp,standard,2.0,0.0,0.0,0.0,,
rbu32066,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu32066,Apartment,224000.0,2.0,86.0,Normal,,apartment,2100.0,deurne,standard,,,,,,
rbu32056,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu32056,Apartment,249000.0,2.0,68.0,Normal,,apartment,2000.0,antwerp,standard,2.0,0.0,1.0,1.0,,
rbu32127,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu32127,Apartment,284500.0,3.0,132.0,,,apartment,2610.0,wilrijk,standard,,,,,,
rbu32134,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbu32134,Apartment,315000.0,3.0,105.0,,,apartment,2050.0,antwerp,standard,,,1.0,0.0,,
rwc39433,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rwc39433,Apartment,159000.0,2.0,84.0,Normal,,apartment,2100.0,deurne,standard,2.0,,1.0,,,Partially equipped
rbu32064,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu32064,Apartment,329000.0,2.0,130.0,Normal,,apartment,2170.0,merksem,standard,2.0,0.0,1.0,0.0,,
rbu16482,https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbu16482,Apartment,139000.0,1.0,50.0,To be renovated,,apartment,2660.0,hoboken,standard,2.0,0.0,1.0,0.0,,
rbu32292,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu32292,Apartment,349000.0,2.0,103.0,Normal,,apartment,2610.0,wilrijk,standard,2.0,0.0,1.0,0.0,,
rbu33232,https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbu33232,Apartment,259000.0,1.0,94.0,Normal,,apartment,2140.0,borgerhout,standard,2.0,0.0,1.0,0.0,,
rbu33408,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbu33408,Apartment,285000.0,3.0,110.0,Normal,,apartment,2050.0,antwerp,standard,2.0,0.0,1.0,1.0,,
rbu33250,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu33250,Apartment,219000.0,2.0,89.0,Normal,,apartment,2100.0,deurne,standard,4.0,0.0,1.0,0.0,,
rbu33465,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbu33465,Apartment,156000.0,1.0,72.0,To be renovated,,apartment,2060.0,antwerp,standard,2.0,0.0,0.0,0.0,,
rbu34269,https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbu34269,Apartment,269000.0,1.0,63.0,Normal,,apartment,2018.0,antwerp,standard,3.0,0.0,1.0,0.0,,
rbu34309,https://immovlan.be/en/detail/penthouse/for-sale/2100/deurne/rbu34309,Apartment,294000.0,2.0,132.0,Normal,,penthouse,2100.0,deurne,standard,4.0,0.0,1.0,0.0,,
rbu33575,https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbu33575,Apartment,395000.0,3.0,116.0,,,apartment,2018.0,antwerp,standard,2.0,,1.0,0.0,,
rbu33830,https://immovlan.be/en/detail/ground-floor/for-sale/2000/antwerp/rbu33830,Other,999999.0,3.0,218.0,Excellent,,ground-floor,2000.0,antwerp,standard,2.0,,1.0,,,Super equipped
rbu34311,https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbu34311,Apartment,275000.0,1.0,61.0,Excellent,,apartment,2140.0,borgerhout,standard,,,0.0,1.0,,
rbu35567,https://immovlan.be/en/detail/ground-floor/for-sale/2000/antwerp/rbu35567,Other,159000.0,1.0,40.0,Normal,,ground-floor,2000.0,antwerp,standard,2.0,0.0,0.0,0.0,,
rbu34577,https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbu34577,Apartment,255000.0,2.0,113.0,Normal,,apartment,2140.0,borgerhout,standard,2.0,0.0,1.0,0.0,,
rbu35852,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu35852,Apartment,275000.0,1.0,66.0,Normal,,apartment,2000.0,antwerp,standard,2.0,0.0,1.0,0.0,,
rbu35910,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu35910,Apartment,215000.0,2.0,77.0,Excellent,,apartment,2100.0,deurne,standard,2.0,0.0,1.0,0.0,,
rbu36268,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu36268,Apartment,450000.0,2.0,153.0,Excellent,,apartment,2000.0,antwerp,standard,2.0,0.0,1.0,0.0,,
rbu35913,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu35913,Apartment,229000.0,2.0,100.0,Excellent,,apartment,2100.0,deurne,standard,3.0,0.0,1.0,0.0,,
rwc40801,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rwc40801,Apartment,169000.0,2.0,70.0,Normal,,apartment,2100.0,deurne,standard,2.0,,1.0,,,Partially equipped
rbu36405,https://immovlan.be/en/detail/apartment/for-sale/2020/antwerp/rbu36405,Apartment,349000.0,2.0,100.0,New,,apartment,2020.0,antwerp,standard,,0.0,0.0,1.0,,
rbu36406,https://immovlan.be/en/detail/apartment/for-sale/2020/antwerp/rbu36406,Apartment,339000.0,2.0,84.0,New,,apartment,2020.0,antwerp,standard,,0.0,1.0,0.0,,
rbu36407,https://immovlan.be/en/detail/apartment/for-sale/2020/antwerp/rbu36407,Apartment,329000.0,2.0,81.0,New,,apartment,2020.0,antwerp,standard,,0.0,1.0,0.0,,
rbu36408,https://immovlan.be/en/detail/apartment/for-sale/2020/antwerp/rbu36408,Apartment,329000.0,2.0,81.0,New,,apartment,2020.0,antwerp,standard,,0.0,1.0,0.0,,
rbu36489,https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbu36489,Apartment,229000.0,1.0,60.0,,,apartment,2660.0,hoboken,standard,,0.0,1.0,0.0,,
